chrom	start	end	strand	type	score	motif	NH1	NH2	F73	F83	F89	F99	F137	F147	F153	F163	F329	F339	F345	F355	F393	F403	F409	F419	event	event_type	introns	location	distance_from_authentic	transcript
chrX	101041372	101042041	-	sj	64	22	64	0	1	0	0	25	0	38	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_024917.6
chrX	101041372	101042197	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	cryptic exon 3 donor @ -156	cryptic donor	3	exon 3	-156	NM_024917.6
chrX	101041372	101042232	-	sj	24	22	24	0	0	0	0	9	0	15	0	0	0	0	0	0	0	0	0	0	cryptic exon 3 donor @ -191	cryptic donor	3	exon 3	-191	NM_024917.6
chrX	101041372	101051250	-	sj	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	exon 3 skipping	exon skipping	"2, 3"	NA	NA	NM_024917.6
chrX	101041372	101051643	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	exon 3 skipping/cryptic exon 2 donor @ -393	"exon skipping, cryptic donor"	"2, 3"	exon 2	-393	NM_024917.6
chrX	101041372	101051783	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	exon 2-3 skipping/cryptic intron 1 donor @ +34	"exon skipping, cryptic donor"	"1, 2, 3"	intron 1	34	NM_024917.6
chrX	101041836	101688744	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_024917.6
chrX	101042211	101051250	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	cryptic exon 3 acceptor @ +102	cryptic acceptor	2	exon 3	102	NM_024917.6
chrX	101042313	101051250	-	sj	79	22	79	0	0	0	0	33	0	46	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_024917.6
chrX	101042313	101051643	-	sj	31	22	31	0	0	0	0	5	0	26	0	0	0	0	0	0	0	0	0	0	alternate exon 2 donor @ -393 (NM_001167970.2 exon 2-3)	alternate donor	2	exon 2	-393	NM_024917.6
chrX	101042313	101051783	-	sj	15	22	15	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	alternate exon 2 skipping/intron 1 donor @ +34 (NM_001167972.2 exon 1-2)	"alternate exon skipping, donor"	"1, 2"	intron 1	34	NM_024917.6
chrX	101042313	101051816	-	sj	8	2	8	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	exon 2 skipping	exon skipping	"1, 2"	NA	NA	NM_024917.6
chrX	101043040	101048717	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_024917.6
chrX	101043357	101044642	+	sj	6	1	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_024917.6
chrX	101043605	101231324	-	sj	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_024917.6
chrX	101044029	101044507	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_024917.6
chrX	101047601	101047734	+	sj	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_024917.6
chrX	101051367	101051643	-	sj	23	22	23	0	0	0	0	10	0	13	0	0	0	0	0	0	0	0	0	0	alternate exonic junction (NM_001167971.2 exon 2-3)	alternate intron	NA	exonic	NA	NM_024917.6
chrX	101051367	101051783	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA	NM_024917.6
chrX	101051367	101051816	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	cryptic exon 2 acceptor @ +367	cryptic acceptor	1	exon 2	367	NM_024917.6
chrX	101051734	101051816	-	sj	94	22	94	0	0	0	0	61	0	33	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_024917.6
chrX	101068691	101196870	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	10108548	10108723	+	sj	2	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_015691.5
chrX	101098249	101098443	+	sj	1	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001386188.2
chrX	101100066	101101057	+	sj	1	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	alternate intron 2 donor @ +1527 (NM_006733.3 exon 1-2)	alternate donor	2	intron 2	1527	NM_001386188.2
chrX	10110021	10116417	+	sj	249	21	249	0	0	103	0	0	0	0	0	146	0	0	0	0	0	0	0	0	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_015691.5
chrX	101101297	101102273	+	sj	4	21	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_001386188.2
chrX	101102412	101105961	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 4 acceptor @ -3512	cryptic acceptor	4	intron 4	-3512	NM_001386188.2
chrX	101102412	101109472	+	sj	9	21	9	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_001386188.2
chrX	101106014	101109472	+	sj	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 4 donor @ +3603	cryptic donor	4	intron 4	3603	NM_001386188.2
chrX	101109592	101109890	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001386188.2
chrX	101109999	101120401	+	sj	8	21	8	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_001386188.2
chrX	101113279	102026621	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001386188.2
chrX	101120451	101120737	+	sj	5	21	5	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_001386188.2
chrX	101120785	101126708	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_001386188.2
chrX	101127267	101127497	+	sj	17	21	17	0	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_001386188.2
chrX	101127666	101128715	+	sj	8	21	8	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	canonical exon 11-12 splicing	canonical	11	NA	NA	NM_001386188.2
chrX	101128837	101129981	+	sj	6	21	6	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 12-13 splicing	canonical	12	NA	NA	NM_001386188.2
chrX	101130074	101132189	+	sj	6	21	6	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	canonical exon 13-14 splicing	canonical	13	NA	NA	NM_001386188.2
chrX	101132308	101132391	+	sj	12	21	12	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	canonical exon 14-15 splicing	canonical	14	NA	NA	NM_001386188.2
chrX	101132457	101140665	+	sj	1	21	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	canonical exon 15-16 splicing	canonical	15	NA	NA	NM_001386188.2
chrX	101137056	101140665	+	sj	3	3	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 15 donor @ +4600	cryptic donor	15	intron 15	4600	NM_001386188.2
chrX	101140761	101145063	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 16-17 splicing	canonical	16	NA	NA	NM_001386188.2
chrX	101145200	101146152	+	sj	3	21	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	canonical exon 17-18 splicing	canonical	17	NA	NA	NM_001386188.2
chrX	101146278	101147762	+	sj	5	21	5	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	canonical exon 18-19 splicing	canonical	18	NA	NA	NM_001386188.2
chrX	101147812	101147942	+	sj	4	21	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	canonical exon 19-20 splicing	canonical	19	NA	NA	NM_001386188.2
chrX	101148162	101161527	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 20-21 splicing	canonical	20	NA	NA	NM_001386188.2
chrX	10115259	10116417	+	sj	6	1	6	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic intron 10 donor @ +5239	cryptic donor	10	intron 10	5239	NM_015691.5
chrX	1011590	1612222	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	101161570	101162832	+	sj	1	21	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	canonical exon 21-22 splicing	canonical	21	NA	NA	NM_001386188.2
chrX	10116508	10117100	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 11 acceptor @ -24	cryptic acceptor	11	intron 11	-24	NM_015691.5
chrX	10116508	10117123	+	sj	335	21	335	0	0	121	0	0	0	0	0	214	0	0	0	0	0	0	0	0	canonical exon 11-12 splicing	canonical	11	NA	NA	NM_015691.5
chrX	10116508	10122618	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	exon 12 skipping	exon skipping	"11, 12"	NA	NA	NM_015691.5
chrX	10117138	10117458	+	sj	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_015691.5
chrX	10117690	10122618	+	sj	120	21	120	0	0	59	0	0	0	1	0	60	0	0	0	0	0	0	0	0	canonical exon 12-13 splicing	canonical	12	NA	NA	NM_015691.5
chrX	10117690	10122621	+	sj	12	1	12	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	cryptic exon 13 acceptor @ +3	cryptic acceptor	12	exon 13	3	NM_015691.5
chrX	101202208	101387954	-	sj	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	10122740	10124264	+	sj	159	21	159	0	0	82	0	0	0	0	0	77	0	0	0	0	0	0	0	0	canonical exon 13-14 splicing	canonical	13	NA	NA	NM_015691.5
chrX	10124340	10125023	+	sj	176	21	176	0	0	99	0	0	0	0	0	77	0	0	0	0	0	0	0	0	canonical exon 14-15 splicing	canonical	14	NA	NA	NM_015691.5
chrX	10125111	10126113	+	sj	125	21	125	0	0	64	0	0	0	0	0	61	0	0	0	0	0	0	0	0	canonical exon 15-16 splicing	canonical	15	NA	NA	NM_015691.5
chrX	101254925	101255183	+	sj	1	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 19-20 splicing	canonical	19	NA	NA	NM_001939.3
chrX	101255250	101256117	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 20-21 splicing	canonical	20	NA	NA	NM_001939.3
chrX	10126307	10127987	+	sj	144	21	144	0	0	76	1	0	0	0	0	67	0	0	0	0	0	0	0	0	canonical exon 16-17 splicing	canonical	16	NA	NA	NM_015691.5
chrX	10126307	10128059	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic exon 17 acceptor @ +72	cryptic acceptor	16	exon 17	72	NM_015691.5
chrX	10128162	10128556	+	sj	239	21	239	0	0	124	0	0	0	0	0	115	0	0	0	0	0	0	0	0	canonical exon 17-18 splicing	canonical	17	NA	NA	NM_015691.5
chrX	101281776	101282326	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001168474.2
chrX	10128709	10129895	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 18 acceptor @ -61	cryptic acceptor	18	intron 18	-61	NM_015691.5
chrX	10128709	10129900	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 18 acceptor @ -56	cryptic acceptor	18	intron 18	-56	NM_015691.5
chrX	10128709	10129955	+	sj	207	21	207	0	0	80	0	0	0	0	0	127	0	0	0	0	0	0	0	0	canonical exon 18-19 splicing	canonical	18	NA	NA	NM_015691.5
chrX	10128709	10134431	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	exon 19 skipping	exon skipping	"18, 19"	NA	NA	NM_015691.5
chrX	10130122	10134431	+	sj	194	21	194	0	0	117	0	0	0	0	0	77	0	0	0	0	0	0	0	0	canonical exon 19-20 splicing	canonical	19	NA	NA	NM_015691.5
chrX	101309905	101317027	-	sj	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	101312111	101781890	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	10132588	11099871	-	sj	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_015691.5
chrX	1013453	1670089	+	sj	4	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	10134597	10136632	+	sj	246	21	246	0	0	102	1	0	0	0	0	143	0	0	0	0	0	0	0	0	canonical exon 20-21 splicing	canonical	20	NA	NA	NM_015691.5
chrX	101346661	101348532	-	sj	24	22	24	0	0	0	0	9	0	15	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_004085.4
chrX	101348402	101348532	-	sj	6	22	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	alternate intron 1 acceptor @ -1742 (NM_001145951.2 exon 1-2)	alternate acceptor	1	intron 1	-1742	NM_004085.4
chrX	101349500	101349565	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_000061.3
chrX	101349957	101350999	-	sj	5	2	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	cryptic intron 18 donor @ +2195	cryptic donor	18	intron 18	2195	NM_000061.3
chrX	101349957	101353193	-	sj	416	22	416	0	0	0	0	211	0	205	0	0	0	0	0	0	0	0	0	0	canonical exon 18-19 splicing	canonical	18	NA	NA	NM_000061.3
chrX	101352702	102001530	-	sj	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_000061.3
chrX	101353352	101353869	-	sj	223	22	223	0	0	0	0	139	0	84	0	0	0	0	0	0	0	0	0	0	canonical exon 17-18 splicing	canonical	17	NA	NA	NM_000061.3
chrX	101353989	101354629	-	sj	151	22	151	0	1	0	0	79	0	71	0	0	0	0	0	0	0	0	0	0	canonical exon 16-17 splicing	canonical	16	NA	NA	NM_000061.3
chrX	101354695	101356051	-	sj	220	22	220	0	0	0	0	122	0	98	0	0	0	0	0	0	0	0	0	0	canonical exon 15-16 splicing	canonical	15	NA	NA	NM_000061.3
chrX	101356269	101356783	-	sj	207	22	207	0	0	0	0	91	0	116	0	0	0	0	0	0	0	0	0	0	canonical exon 14-15 splicing	canonical	14	NA	NA	NM_000061.3
chrX	101356956	101357508	-	sj	262	22	262	0	0	0	0	134	0	128	0	0	0	0	0	0	0	0	0	0	canonical exon 13-14 splicing	canonical	13	NA	NA	NM_000061.3
chrX	101357584	101358309	-	sj	405	22	405	0	0	0	0	222	0	183	0	0	0	0	0	0	0	0	0	0	canonical exon 12-13 splicing	canonical	12	NA	NA	NM_000061.3
chrX	101358438	101358616	-	sj	295	22	295	0	1	0	0	116	0	178	0	0	0	0	0	0	0	0	0	0	canonical exon 11-12 splicing	canonical	11	NA	NA	NM_000061.3
chrX	101358697	101359292	-	sj	220	22	220	0	0	0	0	58	0	159	3	0	0	0	0	0	0	0	0	0	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_000061.3
chrX	101359348	101360087	-	sj	385	22	385	0	0	0	0	172	0	211	2	0	0	0	0	0	0	0	0	0	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_000061.3
chrX	101360147	101360567	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	cryptic exon 9 acceptor @ +4	cryptic acceptor	8	exon 9	4	NM_000061.3
chrX	101360151	101360567	-	sj	286	22	286	0	0	0	0	128	0	158	0	0	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_000061.3
chrX	101360756	101362172	-	sj	223	22	223	0	0	0	0	119	0	104	0	0	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_000061.3
chrX	101360758	101362683	-	sj	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA	NM_000061.3
chrX	101362241	101362560	-	sj	321	22	321	0	0	0	0	186	0	135	0	0	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_000061.3
chrX	101362241	101369997	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	exon 6 skipping	exon skipping	"5, 6"	NA	NA	NM_000061.3
chrX	101362690	101369997	-	sj	375	22	375	0	0	0	0	220	0	155	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_000061.3
chrX	10136726	10138708	+	sj	288	21	288	0	0	137	1	0	2	0	0	148	0	0	0	0	0	0	0	0	canonical exon 21-22 splicing	canonical	21	NA	NA	NM_015691.5
chrX	101370080	101371632	-	sj	386	22	386	0	0	0	0	206	0	180	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_000061.3
chrX	101371702	101374429	-	sj	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	cryptic intron 3 donor @ +107	cryptic donor	3	intron 3	107	NM_000061.3
chrX	101371702	101374535	-	sj	233	22	233	0	0	0	0	82	0	151	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_000061.3
chrX	101372515	101373063	-	sj	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_000061.3
chrX	101374635	101375143	-	sj	150	22	150	0	0	0	0	62	0	88	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_000061.3
chrX	101375315	101375637	-	sj	5	2	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 1 donor @ +10425	cryptic donor	1	intron 1	10425	NM_000061.3
chrX	101375315	101386061	-	sj	483	22	483	0	1	0	0	225	0	257	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_000061.3
chrX	101375772	101386061	-	sj	5	2	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	cryptic intron 1 acceptor @ -458	cryptic acceptor	1	intron 1	-458	NM_000061.3
chrX	101384578	101386061	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	cryptic intron 1 acceptor @ -9264	cryptic acceptor	1	intron 1	-9264	NM_000061.3
chrX	10138937	10139412	+	sj	231	21	231	0	0	135	0	0	0	0	0	96	0	0	0	0	0	0	0	0	canonical exon 22-23 splicing	canonical	22	NA	NA	NM_015691.5
chrX	10138937	10139448	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic exon 23 acceptor @ +36	cryptic acceptor	22	exon 23	36	NM_015691.5
chrX	101391047	101391458	+	sj	606	21	604	2	0	162	0	0	0	0	0	442	0	1	0	0	0	0	0	1	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_021029.6
chrX	101391565	101391754	+	sj	1463	21	1444	19	0	613	1	0	1	1	0	833	0	5	0	1	0	1	0	7	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_021029.6
chrX	101391795	102142799	+	sj	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_021029.6
chrX	101391823	101392016	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 3 acceptor @ -3319	cryptic acceptor	3	intron 3	-3319	NM_021029.6
chrX	101391823	101392049	+	sj	6	21	6	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic intron 3 acceptor @ -3286	cryptic acceptor	3	intron 3	-3286	NM_021029.6
chrX	101391823	101395334	+	sj	2211	21	2052	159	0	1161	2	2	1	2	0	989	0	30	0	0	0	0	0	24	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_021029.6
chrX	101391823	101395727	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	exon 4 skipping	exon skipping	"3, 4"	NA	NA	NM_021029.6
chrX	101392096	101395334	+	sj	6	21	6	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic intron 3 donor @ +274	cryptic donor	3	intron 3	274	NM_021029.6
chrX	10139541	10141198	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 23 acceptor @ -237	cryptic acceptor	23	intron 23	-237	NM_015691.5
chrX	10139541	10141404	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 23 acceptor @ -31	cryptic acceptor	23	intron 23	-31	NM_015691.5
chrX	10139541	10141434	+	sj	230	21	228	2	0	128	0	0	0	0	0	101	0	0	0	0	0	0	0	1	canonical exon 23-24 splicing	canonical	23	NA	NA	NM_015691.5
chrX	101395458	101395727	+	sj	43	21	43	0	0	26	0	1	0	1	0	15	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_021029.6
chrX	101398100	101398369	-	sj	49	22	49	0	0	0	0	31	0	18	0	0	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_000169.3
chrX	101398568	101398784	-	sj	76	22	76	0	0	0	0	31	0	45	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_000169.3
chrX	101398947	101400665	-	sj	147	22	147	0	0	0	0	88	0	59	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_000169.3
chrX	101399801	101400665	-	sj	6	22	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	alternate intron 4 acceptor @ -855 (NR_164783.1 exon 4-5)	alternate acceptor	4	intron 4	-855	NM_000169.3
chrX	101400758	101401232	-	sj	3	22	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	alternate intron 3 donor @ +400 (NR_176253.1 exon 4-5)	alternate donor	3	intron 3	400	NM_000169.3
chrX	101400758	101401631	-	sj	160	22	160	0	0	0	0	84	0	76	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_000169.3
chrX	101401348	101401631	-	sj	1	22	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	alternate intron 3 acceptor @ -591 (NR_176253.1 exon 3-4)	alternate acceptor	3	intron 3	-591	NM_000169.3
chrX	101401810	101403810	-	sj	107	22	107	0	0	0	0	46	0	61	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_000169.3
chrX	101403117	101781890	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_000169.3
chrX	101403986	101407709	-	sj	47	22	47	0	0	0	0	18	0	29	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_000169.3
chrX	101408308	101411935	+	sj	18	1	18	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	alternate exon 1 donor @ -12 (NM_001032393.3 exon 1-2)	alternate donor	1	exon 1	-12	NM_019597.5
chrX	101408320	101411935	+	sj	269	21	269	0	0	113	0	0	0	0	0	156	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_019597.5
chrX	101412290	101418909	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_019597.5
chrX	101418142	101418909	+	sj	4	1	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	101418147	101418909	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	101418371	101418909	+	sj	6	21	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	alternate intergenic junction (NR_028407.3 exon 1-2)	alternate intron	NA	intergenic	NA	unknown
chrX	101418825	101418909	+	sj	3	21	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	101418997	101486022	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intergenic donor @ -66533	cryptic donor	NA	intergenic	-66533	NM_001256155.3
chrX	101419001	101443791	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	101419001	101444051	+	sj	11	21	11	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	alternate intergenic junction (NR_028407.3 exon 2-3)	alternate intron	NA	intergenic	NA	unknown
chrX	101419001	101486022	+	sj	3	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intergenic donor @ -66529	cryptic donor	NA	intergenic	-66529	NM_001256155.3
