seqnames	start	end	strand	gene	event	annotated	frame_conserved	intron_no	SJ_IR	seen_in_treatment	dmso_avg_proportion	dmso_stdev	dmso_avg_reads	chx_avg_proportion	chx_stdev	chx_avg_reads	n
chr11	108287716	108288976	+	ATM	canonical exon 28-29 splicing	canonical	TRUE	28	SJ	both	80.95%	3.18%	312.95	81.00%	3.68%	259.15	20
chr16	2100072	2100165	-	PKD1	canonical exon 28-29 splicing	canonical	TRUE	28	SJ	both	80.77%	4.40%	389.4	80.97%	5.80%	225.85	20
chr15	48468103	48468411	-	FBN1	canonical exon 37-38 splicing	canonical	TRUE	37	SJ	both	81.33%	3.48%	5614.4	80.96%	4.03%	5419.8	20
chr9	132906140	132906730	-	TSC1	canonical exon 14-15 splicing	canonical	TRUE	14	SJ	both	80.88%	3.98%	280.1	80.96%	5.53%	280.15	20
chr16	2094211	2097147	-	PKD1	canonical exon 34-35 splicing	canonical	TRUE	34	SJ	both	80.47%	5.06%	331.7	80.96%	6.61%	193.15	20
chrX	41216653	41217219	+	USP9X	canonical exon 35-36 splicing	canonical	TRUE	35	SJ	both	81.85%	3.35%	587.9	80.95%	3.75%	488.5	20
chr21	45994230	45997420	+	COL6A1	canonical exon 20-21 splicing	canonical	TRUE	20	SJ	both	81.35%	4.76%	21468.35	80.94%	5.29%	18124.15	20
chr5	128392156	128393134	-	FBN2	canonical exon 10-11 splicing	canonical	TRUE	10	SJ	both	81.84%	3.96%	1006.5	80.90%	3.78%	848.7	20
chr17	31225251	31226434	+	NF1	canonical exon 17-18 splicing	canonical	TRUE	17	SJ	both	81.68%	3.96%	598	80.88%	4.13%	768.85	20
chr1	42943322	42958633	-	SLC2A1	canonical exon 1-2 splicing	canonical	TRUE	1	SJ	both	80.88%	3.37%	675.2	80.88%	3.62%	1068.15	20
chr15	48497392	48498984	-	FBN1	canonical exon 18-19 splicing	canonical	TRUE	18	SJ	both	81.19%	3.23%	6906.5	80.87%	3.73%	6507.5	20
chr5	128278006	128278634	-	FBN2	canonical exon 57-58 splicing	canonical	TRUE	57	SJ	both	80.78%	4.00%	1371.45	80.87%	4.04%	1209.55	20
chr16	2102634	2102813	-	PKD1	canonical exon 24-25 splicing	canonical	TRUE	24	SJ	both	80.94%	4.40%	635.4	80.85%	4.75%	388.6	20
chr2	237345214	237346502	-	COL6A3	canonical exon 32-33 splicing	canonical	TRUE	32	SJ	both	81.15%	2.73%	25366.55	80.83%	3.08%	21753.4	20
chrX	41171959	41183997	+	USP9X	canonical exon 21-22 splicing	canonical	TRUE	21	SJ	both	81.32%	3.24%	1083.8	80.82%	3.81%	940.95	20
chr11	108252913	108253813	+	ATM	canonical exon 13-14 splicing	canonical	TRUE	13	SJ	both	80.70%	4.91%	287.9	80.82%	4.89%	247.2	20
chr15	48488494	48489850	-	FBN1	canonical exon 25-26 splicing	canonical	TRUE	25	SJ	both	81.21%	3.43%	8683.65	80.81%	4.24%	8109.2	20
chr12	40259605	40263788	+	LRRK2	canonical exon 13-14 splicing	canonical	TRUE	13	SJ	both	78.69%	7.99%	16.3	80.81%	10.27%	14.8	20
chr15	48503940	48505024	-	FBN1	canonical exon 16-17 splicing	canonical	TRUE	16	SJ	both	81.20%	3.63%	10846.05	80.80%	4.13%	10168.5	20
chr16	2097504	2097727	-	PKD1	canonical exon 32-33 splicing	canonical	TRUE	32	SJ	both	74.62%	6.50%	255.8	80.79%	6.76%	158.55	20
chr12	40284134	40287350	+	LRRK2	canonical exon 19-20 splicing	canonical	TRUE	19	SJ	both	81.47%	3.97%	30.3	80.77%	6.47%	30.75	20
chr9	132911114	132911452	-	TSC1	canonical exon 10-11 splicing	canonical	TRUE	10	SJ	both	79.28%	4.20%	550.85	80.77%	4.49%	598.5	20
chr12	40309234	40310430	+	LRRK2	canonical exon 30-31 splicing	canonical	TRUE	30	SJ	both	86.81%	6.43%	36.75	80.75%	19.97%	33.25	20
chr12	40323307	40328359	+	LRRK2	canonical exon 38-39 splicing	canonical	TRUE	38	SJ	both	79.23%	5.53%	31.25	80.74%	5.92%	31.8	20
chr17	31258503	31259031	+	NF1	canonical exon 32-33 splicing	canonical	TRUE	32	SJ	both	80.69%	3.38%	281.15	80.73%	4.16%	339.6	20
chr11	108332038	108332761	+	ATM	canonical exon 53-54 splicing	canonical	TRUE	53	SJ	both	81.17%	3.74%	290.4	80.71%	5.26%	240.55	20
chrX	41170620	41171837	+	USP9X	canonical exon 20-21 splicing	canonical	TRUE	20	SJ	both	81.17%	2.72%	1169.6	80.71%	3.57%	1046	20
chr17	31336915	31337367	+	NF1	canonical exon 42-43 splicing	canonical	TRUE	42	SJ	both	81.92%	3.61%	210	80.70%	3.66%	262.35	20
chr2	237367287	237368562	-	COL6A3	canonical exon 10-11 splicing	canonical	TRUE	10	SJ	both	81.10%	3.98%	12296.6	80.70%	4.38%	10007.8	20
chr9	127824447	127824799	-	ENG	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	81.08%	3.62%	2230.4	80.70%	4.08%	1851.95	20
chr1	42929034	42929209	-	SLC2A1	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	81.18%	3.46%	682.65	80.68%	3.85%	1059.5	20
chr14	73147877	73147966	+	PSEN1	canonical exon 2-3 splicing	canonical	TRUE	2	SJ	both	81.00%	3.38%	554.75	80.68%	3.58%	409.85	20
chr16	2056770	2057104	+	TSC2	canonical exon 8-9 splicing	canonical	TRUE	8	SJ	both	81.22%	4.10%	374	80.67%	4.90%	332.1	20
chr11	108251073	108251836	+	ATM	canonical exon 11-12 splicing	canonical	TRUE	11	SJ	both	80.76%	3.81%	447.6	80.67%	4.70%	384.55	20
chr12	51915501	51916035	+	ACVRL1	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	79.38%	4.00%	362.6	80.67%	5.39%	292.1	20
chr11	108227697	108227775	+	ATM	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	80.01%	4.45%	228.2	80.65%	4.60%	202.9	20
chr5	128289253	128289881	-	FBN2	canonical exon 51-52 splicing	canonical	TRUE	51	SJ	both	80.83%	3.51%	1472.05	80.63%	5.06%	1246.2	20
chr11	108259076	108267170	+	ATM	canonical exon 17-18 splicing	canonical	TRUE	17	SJ	both	81.39%	2.96%	289.6	80.62%	3.61%	241	20
chr15	48485497	48487074	-	FBN1	canonical exon 29-30 splicing	canonical	TRUE	29	SJ	both	80.92%	3.16%	4796.35	80.62%	3.49%	4437.35	20
chr9	132911569	132912281	-	TSC1	canonical exon 9-10 splicing	canonical	TRUE	9	SJ	both	81.63%	3.08%	574.25	80.61%	3.62%	571.9	20
chr5	128378891	128392017	-	FBN2	canonical exon 11-12 splicing	canonical	TRUE	11	SJ	both	81.66%	3.01%	1238.55	80.60%	3.99%	1033.05	20
chr5	128345585	128349346	-	FBN2	canonical exon 23-24 splicing	canonical	TRUE	23	SJ	both	81.17%	4.55%	1146.4	80.58%	5.49%	934.2	20
chr2	237339118	237340451	-	COL6A3	canonical exon 38-39 splicing	canonical	TRUE	38	SJ	both	80.70%	3.61%	28489.4	80.56%	4.02%	23989.35	20
chr1	12283737	12288222	+	VPS13D	canonical exon 21-22 splicing	canonical	TRUE	21	SJ	both	79.82%	3.56%	259.35	80.53%	4.71%	238.4	20
chr9	132912458	132921362	-	TSC1	canonical exon 8-9 splicing	canonical	TRUE	8	SJ	both	81.32%	3.23%	357.45	80.52%	3.64%	346.2	20
chr16	2070579	2071509	+	TSC2	canonical exon 17-18 splicing	canonical	TRUE	17	SJ	both	81.20%	4.27%	467.8	80.52%	4.93%	415.2	20
chr21	45997484	45997699	+	COL6A1	canonical exon 21-22 splicing	canonical	TRUE	21	SJ	both	81.11%	4.45%	27856.25	80.51%	5.33%	23628.85	20
chr1	42930867	42931045	-	SLC2A1	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	81.41%	4.59%	298.65	80.48%	4.22%	481.6	20
chr5	128272119	128273839	-	FBN2	canonical exon 61-62 splicing	canonical	TRUE	61	SJ	both	80.76%	3.59%	1336.2	80.47%	4.35%	1227.05	20
chr9	127829828	127843093	-	ENG	canonical exon 2-3 splicing	canonical	TRUE	2	SJ	both	81.03%	3.50%	2301.65	80.46%	4.29%	1904.85	20
chrX	41140772	41140965	+	USP9X	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	80.97%	2.85%	775.45	80.45%	3.25%	675.4	20
chr17	31338806	31340504	+	NF1	canonical exon 46-47 splicing	canonical	TRUE	46	SJ	both	81.53%	4.21%	282.45	80.44%	4.12%	350.2	20
chr19	11113763	11116093	+	LDLR	canonical exon 10-11 splicing	canonical	TRUE	10	SJ	both	82.66%	4.28%	853.7	80.42%	4.84%	2912.3	20
chr1	12323781	12327647	+	VPS13D	canonical exon 35-36 splicing	canonical	TRUE	35	SJ	both	81.52%	3.80%	172.25	80.42%	4.41%	174.8	20
chr5	128305637	128305822	-	FBN2	canonical exon 43-44 splicing	canonical	TRUE	43	SJ	both	80.67%	4.28%	1005.15	80.41%	3.42%	796.45	20
chr16	2116645	2116832	-	PKD1	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	80.35%	7.59%	227.35	80.41%	9.73%	134.9	20
chr11	108326226	108327644	+	ATM	canonical exon 48-49 splicing	canonical	TRUE	48	SJ	both	79.32%	4.00%	298.05	80.37%	4.83%	254.1	20
chr16	2106305	2106397	-	PKD1	canonical exon 18-19 splicing	canonical	TRUE	18	SJ	both	78.98%	6.58%	277.2	80.36%	7.21%	161.7	20
chr1	12379597	12382975	+	VPS13D	canonical exon 57-58 splicing	canonical	TRUE	57	SJ	both	80.63%	3.43%	219.95	80.29%	4.45%	204.9	20
chr11	108254040	108256214	+	ATM	canonical exon 14-15 splicing	canonical	TRUE	14	SJ	both	80.60%	3.39%	294.9	80.28%	3.77%	243.4	20
chr5	128369335	128374627	-	FBN2	canonical exon 15-16 splicing	canonical	TRUE	15	SJ	both	80.77%	2.76%	950.25	80.25%	3.45%	781.6	20
chr2	237325725	237333449	-	COL6A3	canonical exon 42-43 splicing	canonical	TRUE	42	SJ	both	80.49%	3.94%	14156.3	80.23%	4.31%	12321.4	20
chr1	12242591	12244245	+	VPS13D	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	81.08%	2.48%	356.85	80.19%	3.64%	329.95	20
chr21	46001387	46001960	+	COL6A1	canonical exon 30-31 splicing	canonical	TRUE	30	SJ	both	80.43%	3.74%	38686.25	80.18%	4.30%	32410.15	20
chr5	128374751	128376730	-	FBN2	canonical exon 14-15 splicing	canonical	TRUE	14	SJ	both	80.28%	3.51%	1266.05	80.18%	4.08%	1053.7	20
chr15	48444661	48445375	-	FBN1	canonical exon 48-49 splicing	canonical	TRUE	48	SJ	both	80.20%	2.94%	5409.15	80.18%	3.24%	5199.55	20
chr5	128273969	128274566	-	FBN2	canonical exon 60-61 splicing	canonical	TRUE	60	SJ	both	80.96%	3.84%	1266.4	80.16%	4.70%	1131.05	20
chr14	73186921	73192643	+	PSEN1	canonical exon 6-7 splicing	canonical	TRUE	6	SJ	both	80.37%	4.41%	413.55	80.16%	5.17%	295.8	20
chrX	41168219	41169994	+	USP9X	canonical exon 18-19 splicing	canonical	TRUE	18	SJ	both	80.78%	3.46%	1034.55	80.14%	4.25%	870.55	20
chr21	26053349	26089942	-	APP	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	80.46%	2.85%	4858.5	80.12%	3.09%	4125.6	20
chr17	31229466	31229834	+	NF1	canonical exon 21-22 splicing	canonical	TRUE	21	SJ	both	80.95%	3.38%	379.2	80.11%	3.95%	480.1	20
chr21	46122532	46122874	+	COL6A2	canonical exon 20-21 splicing	canonical	TRUE	20	SJ	both	80.51%	5.08%	34047	80.10%	5.64%	28351.4	20
chr11	108316114	108317372	+	ATM	canonical exon 43-44 splicing	canonical	TRUE	43	SJ	both	80.42%	3.57%	229.8	80.09%	4.20%	182.4	20
chr5	128330696	128332911	-	FBN2	canonical exon 32-33 splicing	canonical	TRUE	32	SJ	both	80.53%	3.79%	1355	80.08%	3.25%	1137.1	20
chr15	48508705	48510043	-	FBN1	canonical exon 14-15 splicing	canonical	TRUE	14	SJ	both	80.31%	3.32%	7401.95	80.08%	3.88%	6981	20
chr5	128276161	128277879	-	FBN2	canonical exon 58-59 splicing	canonical	TRUE	58	SJ	both	80.43%	3.12%	1958.85	80.07%	3.29%	1773.7	20
chrX	41201281	41205302	+	USP9X	canonical exon 31-32 splicing	canonical	TRUE	31	SJ	both	82.13%	4.08%	1079.3	80.06%	5.43%	904.15	20
chr17	31337583	31337818	+	NF1	canonical exon 43-44 splicing	canonical	TRUE	43	SJ	both	80.49%	3.40%	396.45	80.05%	3.58%	491.05	20
chr16	2094014	2094091	-	PKD1	canonical exon 35-36 splicing	canonical	TRUE	35	SJ	both	78.08%	6.60%	262.7	80.01%	7.04%	148.85	20
chr17	31182666	31200421	+	NF1	canonical exon 8-9 splicing	canonical	TRUE	8	SJ	both	80.46%	3.12%	428.7	80.00%	3.43%	536.85	20
chr5	128305083	128305510	-	FBN2	canonical exon 44-45 splicing	canonical	TRUE	44	SJ	both	79.77%	4.84%	898.95	79.99%	5.35%	726.4	20
chrX	41224963	41225048	+	USP9X	canonical exon 40-41 splicing	canonical	TRUE	40	SJ	both	80.22%	2.90%	973.85	79.98%	3.61%	830.05	20
chr5	128377878	128378770	-	FBN2	canonical exon 12-13 splicing	canonical	TRUE	12	SJ	both	79.97%	2.86%	1331.35	79.98%	3.62%	1104.85	20
chr2	237346566	237347806	-	COL6A3	canonical exon 31-32 splicing	canonical	TRUE	31	SJ	both	80.22%	3.35%	25399.8	79.96%	3.89%	21326.5	20
chr12	40238104	40240482	+	LRRK2	canonical exon 5-6 splicing	canonical	TRUE	5	SJ	both	81.66%	5.55%	48.95	79.94%	5.36%	46.6	20
chr5	128349473	128349954	-	FBN2	canonical exon 22-23 splicing	canonical	TRUE	22	SJ	both	79.44%	4.51%	1374.85	79.94%	5.33%	1174.25	20
chr16	2116119	2116528	-	PKD1	canonical exon 8-9 splicing	canonical	TRUE	8	SJ	both	78.76%	5.74%	264.2	79.93%	6.40%	155.95	20
chr1	12314328	12318071	+	VPS13D	canonical exon 30-31 splicing	canonical	TRUE	30	SJ	both	80.07%	3.78%	272.9	79.90%	4.41%	262.15	20
chr5	128366431	128369181	-	FBN2	canonical exon 16-17 splicing	canonical	TRUE	16	SJ	both	80.65%	3.95%	1118.75	79.88%	4.22%	936.9	20
chr1	12249340	12253721	+	VPS13D	canonical exon 6-7 splicing	canonical	TRUE	6	SJ	both	79.70%	3.81%	240.15	79.81%	3.28%	214.65	20
chr1	12322747	12323705	+	VPS13D	canonical exon 34-35 splicing	canonical	TRUE	34	SJ	both	79.92%	4.22%	170.4	79.79%	3.42%	159.85	20
chr21	46002711	46003119	+	COL6A1	canonical exon 33-34 splicing	canonical	TRUE	33	SJ	both	80.21%	3.80%	73234.35	79.75%	4.22%	61190.95	20
chr1	12415222	12416659	+	VPS13D	canonical exon 64-65 splicing	canonical	TRUE	64	SJ	both	80.19%	4.25%	178.7	79.72%	5.84%	159.35	20
chr5	128519369	128527871	-	FBN2	canonical exon 4-5 splicing	canonical	TRUE	4	SJ	both	79.58%	3.23%	934.85	79.70%	4.70%	804.75	20
chr12	40278017	40278090	+	LRRK2	canonical exon 17-18 splicing	canonical	TRUE	17	SJ	both	76.93%	5.90%	31.95	79.67%	5.20%	31.6	20
chr12	112486630	112488442	+	PTPN11	canonical exon 11-12 splicing	canonical	TRUE	11	SJ	both	80.50%	3.53%	885.2	79.66%	3.82%	899.8	20
chr1	12271125	12273002	+	VPS13D	canonical exon 17-18 splicing	canonical	TRUE	17	SJ	both	79.69%	3.81%	212.9	79.66%	4.80%	201.85	20
chrX	41123725	41128999	+	USP9X	canonical exon 2-3 splicing	canonical	TRUE	2	SJ	both	80.02%	2.89%	1202.55	79.65%	3.54%	1081.15	20
chr16	2102971	2103265	-	PKD1	canonical exon 23-24 splicing	canonical	TRUE	23	SJ	both	79.78%	4.54%	832.25	79.65%	5.33%	500.6	20
chrX	41210683	41214567	+	USP9X	canonical exon 33-34 splicing	canonical	TRUE	33	SJ	both	79.93%	3.90%	844.5	79.64%	4.61%	717.45	20
chr21	46126238	46126502	+	COL6A2	canonical exon 26-27 splicing	canonical	TRUE	26	SJ	both	79.95%	3.90%	43132.2	79.63%	4.22%	35973.75	20
chr15	48474378	48474527	-	FBN1	canonical exon 33-34 splicing	canonical	TRUE	33	SJ	both	79.81%	2.84%	8324.15	79.62%	3.21%	7908.8	20
chr1	42931207	42943225	-	SLC2A1	canonical exon 2-3 splicing	canonical	TRUE	2	SJ	both	80.30%	5.47%	627.85	79.61%	5.61%	1007.1	20
chr15	48432989	48434593	-	FBN1	canonical exon 54-55 splicing	canonical	TRUE	54	SJ	both	80.01%	3.53%	6065.15	79.60%	3.93%	5875.75	20
chr15	48468535	48470633	-	FBN1	canonical exon 36-37 splicing	canonical	TRUE	36	SJ	both	79.77%	2.94%	8752.25	79.60%	3.57%	8241.35	20
chr1	12346653	12348822	+	VPS13D	canonical exon 44-45 splicing	canonical	TRUE	44	SJ	both	78.50%	4.11%	145.35	79.60%	4.53%	140	20
chrX	41184129	41184396	+	USP9X	canonical exon 22-23 splicing	canonical	TRUE	22	SJ	both	80.03%	2.91%	814.35	79.59%	3.52%	704.4	20
chr16	2048066	2048586	+	TSC2	canonical exon 1-2 splicing	canonical	TRUE	1	SJ	both	79.90%	5.80%	136.7	79.59%	5.55%	102.35	20
chr21	46111592	46111978	+	COL6A2	canonical exon 2-3 splicing	canonical	TRUE	2	SJ	both	80.03%	3.65%	19811.75	79.56%	3.96%	16998.4	20
chr15	48452685	48456636	-	FBN1	canonical exon 44-45 splicing	canonical	TRUE	44	SJ	both	79.90%	3.00%	8156.35	79.56%	3.36%	7611.55	20
chr17	31337881	31338024	+	NF1	canonical exon 44-45 splicing	canonical	TRUE	44	SJ	both	79.60%	2.87%	506.95	79.56%	3.65%	614.8	20
chr1	226888159	226888828	+	PSEN2	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	78.95%	3.82%	132.75	79.55%	5.04%	98.8	20
chr17	31214586	31219004	+	NF1	canonical exon 13-14 splicing	canonical	TRUE	13	SJ	both	80.17%	3.48%	511.65	79.54%	3.95%	655.4	20
chr9	132927305	132928766	-	TSC1	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	79.55%	3.87%	547.85	79.53%	3.88%	542.75	20
chr15	48596379	48600138	-	FBN1	canonical exon 5-6 splicing	canonical	TRUE	5	SJ	both	79.91%	3.75%	5794.15	79.52%	4.28%	5557.7	20
chr12	40278262	40283874	+	LRRK2	canonical exon 18-19 splicing	canonical	TRUE	18	SJ	both	79.19%	3.87%	44.45	79.51%	6.30%	38.3	20
chr14	73211943	73217125	+	PSEN1	canonical exon 10-11 splicing	canonical	TRUE	10	SJ	both	79.29%	4.26%	547.55	79.50%	5.13%	409.55	20
chr17	31181490	31181709	+	NF1	canonical exon 6-7 splicing	canonical	TRUE	6	SJ	both	79.91%	4.09%	445.5	79.48%	4.04%	574.7	20
chr1	12230121	12234190	+	VPS13D	canonical exon 1-2 splicing	canonical	TRUE	1	SJ	both	80.28%	4.71%	119	79.47%	4.48%	115.65	20
chr9	127843246	127854288	-	ENG	canonical exon 1-2 splicing	canonical	TRUE	1	SJ	both	79.81%	4.60%	2243.1	79.46%	5.09%	1769.6	20
chr12	51914586	51915224	+	ACVRL1	canonical exon 6-7 splicing	canonical	TRUE	6	SJ	both	78.39%	4.41%	440.25	79.45%	4.40%	371.5	20
chr17	31259130	31260368	+	NF1	canonical exon 33-34 splicing	canonical	TRUE	33	SJ	both	79.56%	3.53%	255.15	79.44%	3.60%	298.5	20
chr21	31667376	31668470	+	SOD1	canonical exon 4-5 splicing	canonical	TRUE	4	SJ	both	79.56%	3.96%	4251	79.44%	4.60%	3854.8	20
chr2	237364429	237365697	-	COL6A3	canonical exon 12-13 splicing	canonical	TRUE	12	SJ	both	79.85%	4.39%	16626.4	79.43%	5.00%	14127.95	20
chr9	127816054	127817148	-	ENG	canonical exon 13-14 splicing	canonical	TRUE	13	SJ	both	79.73%	3.39%	3423.3	79.43%	4.16%	2820.5	20
chr12	40294915	40295426	+	LRRK2	canonical exon 22-23 splicing	canonical	TRUE	22	SJ	both	80.32%	6.48%	35.9	79.42%	5.43%	35.1	20
chr17	31260516	31261710	+	NF1	canonical exon 34-35 splicing	canonical	TRUE	34	SJ	both	80.33%	3.58%	316.35	79.41%	4.64%	380.1	20
chr5	128376854	128377751	-	FBN2	canonical exon 13-14 splicing	canonical	TRUE	13	SJ	both	79.68%	3.57%	1250.45	79.39%	2.93%	1014.7	20
chr12	40243682	40249825	+	LRRK2	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	78.87%	8.08%	21.75	79.38%	9.35%	19.4	20
chr1	12345510	12346604	+	VPS13D	canonical exon 43-44 splicing	canonical	TRUE	43	SJ	both	79.12%	3.95%	285	79.37%	5.23%	273.9	20
chr11	108332901	108333885	+	ATM	canonical exon 54-55 splicing	canonical	TRUE	54	SJ	both	78.75%	3.79%	389.65	79.37%	4.86%	334.85	20
chr11	108304853	108307896	+	ATM	canonical exon 38-39 splicing	canonical	TRUE	38	SJ	both	79.61%	3.83%	306.95	79.36%	3.17%	248.85	20
chr19	11106688	11107391	+	LDLR	canonical exon 5-6 splicing	canonical	TRUE	5	SJ	both	79.75%	3.53%	954.65	79.33%	4.02%	3308.9	20
chr19	11100346	11102663	+	LDLR	canonical exon 2-3 splicing	canonical	TRUE	2	SJ	both	79.13%	3.62%	1098.4	79.33%	4.04%	3955.75	20
chr5	128408800	128446480	-	FBN2	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	80.03%	4.81%	720.05	79.32%	4.84%	595.35	20
chr1	12318338	12319496	+	VPS13D	canonical exon 31-32 splicing	canonical	TRUE	31	SJ	both	79.24%	3.95%	231	79.31%	4.74%	212.85	20
chr17	31352415	31356459	+	NF1	canonical exon 51-52 splicing	canonical	TRUE	51	SJ	both	78.81%	3.53%	515.5	79.30%	4.21%	651.6	20
chr12	40235715	40237968	+	LRRK2	canonical exon 4-5 splicing	canonical	TRUE	4	SJ	both	78.33%	5.62%	38.4	79.30%	6.44%	34	20
chrX	41196360	41196591	+	USP9X	canonical exon 27-28 splicing	canonical	TRUE	27	SJ	both	80.13%	3.82%	774.7	79.29%	4.41%	657.25	20
chr15	48422069	48425368	-	FBN1	canonical exon 60-61 splicing	canonical	TRUE	60	SJ	both	79.63%	3.61%	4819.25	79.29%	4.29%	4840.15	20
chr11	108244119	108244787	+	ATM	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	80.27%	4.57%	194.6	79.28%	4.89%	164.25	20
chr17	31326253	31327498	+	NF1	canonical exon 37-38 splicing	canonical	TRUE	37	SJ	both	79.68%	3.24%	469.15	79.28%	3.44%	582.75	20
chr17	31181786	31182507	+	NF1	canonical exon 7-8 splicing	canonical	TRUE	7	SJ	both	79.45%	3.52%	394.3	79.28%	4.04%	483.4	20
chr5	128338123	128338932	-	FBN2	canonical exon 26-27 splicing	canonical	TRUE	26	SJ	both	80.92%	3.94%	1015.55	79.26%	3.34%	833.55	20
chr5	128361849	128364599	-	FBN2	canonical exon 18-19 splicing	canonical	TRUE	18	SJ	both	80.01%	3.55%	1451.4	79.24%	4.10%	1205.6	20
chr15	48465694	48465789	-	FBN1	canonical exon 39-40 splicing	canonical	TRUE	39	SJ	both	79.46%	3.33%	6910.4	79.24%	3.91%	6526.95	20
chr1	12319631	12321808	+	VPS13D	canonical exon 32-33 splicing	canonical	TRUE	32	SJ	both	78.40%	4.22%	190.65	79.24%	4.36%	167.95	20
chr1	12311626	12311812	+	VPS13D	canonical exon 28-29 splicing	canonical	TRUE	28	SJ	both	80.69%	2.64%	151.55	79.23%	3.97%	144.6	20
chr15	48425492	48425738	-	FBN1	canonical exon 59-60 splicing	canonical	TRUE	59	SJ	both	79.34%	3.37%	5353.05	79.21%	3.62%	5287.65	20
chr5	128303090	128304956	-	FBN2	canonical exon 45-46 splicing	canonical	TRUE	45	SJ	both	79.51%	3.33%	1262.1	79.19%	3.17%	1084.9	20
chr12	40348510	40351538	+	LRRK2	canonical exon 43-44 splicing	canonical	TRUE	43	SJ	both	81.56%	7.95%	35.5	79.18%	5.34%	39	20
chr17	31226685	31227217	+	NF1	canonical exon 18-19 splicing	canonical	TRUE	18	SJ	both	79.52%	3.23%	566.4	79.18%	3.52%	740.25	20
chr16	2113293	2114169	-	PKD1	canonical exon 11-12 splicing	canonical	TRUE	11	SJ	both	78.30%	2.93%	605.2	79.17%	3.65%	368.85	20
chr11	108354875	108365081	+	ATM	canonical exon 62-63 splicing	canonical	TRUE	62	SJ	both	78.92%	3.31%	311.6	79.16%	4.31%	261	20
chr1	12267921	12268705	+	VPS13D	canonical exon 15-16 splicing	canonical	TRUE	15	SJ	both	78.79%	3.40%	293.95	79.16%	4.48%	263.4	20
chr11	108365219	108365324	+	ATM	canonical exon 63-64 splicing	canonical	TRUE	63	SJ	both	78.70%	2.92%	416.2	79.11%	3.61%	351	20
chr1	12299385	12304505	+	VPS13D	canonical exon 25-26 splicing	canonical	TRUE	25	SJ	both	78.84%	3.65%	157.3	79.09%	4.15%	149.35	20
chr16	2111872	2112339	-	PKD1	canonical exon 14-15 splicing	canonical	TRUE	14	SJ	both	78.78%	3.98%	634.8	79.09%	4.85%	379.75	20
chr1	42929315	42929592	-	SLC2A1	canonical exon 6-7 splicing	canonical	TRUE	6	SJ	both	79.56%	2.72%	664.35	79.08%	3.63%	1054.65	20
chr5	128334845	128335169	-	FBN2	canonical exon 30-31 splicing	canonical	TRUE	30	SJ	both	79.00%	3.38%	1358.15	79.06%	2.92%	1138.35	20
chr17	31159094	31163185	+	NF1	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	80.16%	3.16%	363.4	79.05%	3.20%	451.7	20
chr16	2054441	2055401	+	TSC2	canonical exon 5-6 splicing	canonical	TRUE	5	SJ	both	78.10%	3.29%	352.4	79.05%	4.55%	308.05	20
chr16	2090809	2090883	-	PKD1	canonical exon 43-44 splicing	canonical	TRUE	43	SJ	both	78.98%	4.13%	182.15	79.04%	6.28%	104.5	20
chr21	46003150	46003390	+	COL6A1	canonical exon 34-35 splicing	canonical	TRUE	34	SJ	both	79.35%	3.29%	58907.4	79.03%	3.75%	49125.9	20
chr15	48415768	48420686	-	FBN1	canonical exon 63-64 splicing	canonical	TRUE	63	SJ	both	80.40%	3.49%	4978.45	79.00%	4.41%	4881.65	20
chr19	11116999	11120091	+	LDLR	canonical exon 12-13 splicing	canonical	TRUE	12	SJ	both	81.95%	3.85%	1183.7	78.98%	4.46%	3893.95	20
chr16	2090591	2090673	-	PKD1	canonical exon 44-45 splicing	canonical	TRUE	44	SJ	both	78.40%	5.79%	113.45	78.98%	5.64%	66.7	20
chr5	128300937	128301381	-	FBN2	canonical exon 47-48 splicing	canonical	TRUE	47	SJ	both	79.33%	4.02%	1227.4	78.97%	4.19%	1062.5	20
chr5	128307204	128309246	-	FBN2	canonical exon 41-42 splicing	canonical	TRUE	41	SJ	both	79.29%	4.77%	905.35	78.97%	4.58%	742.05	20
chr12	40354493	40356114	+	LRRK2	canonical exon 45-46 splicing	canonical	TRUE	45	SJ	both	81.26%	7.07%	29.35	78.96%	7.11%	34	20
chr5	128280318	128286717	-	FBN2	canonical exon 55-56 splicing	canonical	TRUE	55	SJ	both	80.38%	4.54%	1360.4	78.93%	4.56%	1201.9	20
chr9	127826673	127829686	-	ENG	canonical exon 3-4 splicing	canonical	TRUE	3	SJ	both	79.43%	3.35%	2863.85	78.92%	3.81%	2316.5	20
