chrom	start	end	strand	transcript	gene
chr1	13163913	13165631	-	NM_001302551.2	HNRNPCL4
chr1	203026490	203078736	+	NM_001304331.2	PPFIA4
chr1	1921956	2003786	-	NM_001304360.2	CFAP74
chr1	36322029	36323645	-	NM_001304762.2	EVA1B
chr1	156338525	156346995	+	NM_001304817.2	TSACC
chr1	13148906	13156009	-	NM_001306072.3	PRAMEF26
chr1	13070773	13077884	+	NM_001310134.3	PRAMEF25
chr1	159780961	159782543	+	NM_001319658.2	DUSP23
chr1	28668783	28719353	+	NM_001319674.2	GMEB1
chr1	26234199	26278808	+	NM_001319944.2	CEP85
chr1	158999970	159002751	-	NM_001320010.2	PYDC5
chr1	169795039	169854080	+	NM_001320047.2	FIRRM
chr1	40477289	40496343	+	NM_001320179.2	ZFP69
chr1	169368194	169388305	+	NM_001320973.2	BLZF1
chr1	112674658	112700739	+	NM_001321324.2	MOV10
chr1	46545640	46551647	-	NM_001322255.2	KNCN
chr1	113696830	113759486	-	NM_001323043.2	PHTF1
chr1	246839097	246931948	-	NM_001323342.2	AHCTF1
chr1	162561721	162601240	+	NM_001324116.5	UAP1
chr1	46175485	46176488	-	NM_001328655.2	P3R3URF
chr1	121184974	121392874	+	NM_001329984.2	SRGAP2C
chr1	1335277	1349418	-	NM_001330311.2	DVL1
chr1	27379175	27383333	-	NM_001330448.1	CD164L2
chr1	52350596	52366205	-	NM_001330585.2	CC2D1B
chr1	118883046	118988343	-	NM_001330677.2	TBX15
chr1	151612049	151699080	+	NM_001330723.2	SNX27
chr1	40508766	40516038	+	NM_001346953.2	EXO5
chr1	111117162	111140093	-	NM_001349884.2	DRAM2
chr1	61742479	62163915	+	NM_001350145.3	PATJ
chr1	109483904	109492734	+	NM_001350175.2	ATXN7L2
chr1	92508695	92785108	-	NM_001350197.2	EVI5
chr1	70221379	70253052	+	NM_001350605.2	SRSF11
chr1	37681569	37690529	-	NM_001350770.2	AIRIM
chr1	149475044	149556361	+	NM_001351365.2	NBPF19
chr1	54132686	54153000	-	NM_001353655.3	CDCP2
chr1	42784990	42800827	+	NM_001354602.2	TMEM269
chr1	247924888	247935339	+	NM_001355235.2	OR2AJ1
chr1	247722956	247748141	-	NM_001355292.3	OR14A2
chr1	148748773	148752415	+	NM_001355407.2	NUDT4B
chr1	219608011	219613105	-	NM_001355457.3	ZC3H11B
chr1	182839346	182887982	+	NM_001357.5	DHX9
chr1	44137820	44141631	-	NM_001358438.1	KLF18
chr1	99703969	99766635	-	NM_001361041.2	FRRS1
chr1	148600284	148679746	-	NM_001364008.2	NOTCH2NLB
chr1	149390620	149471833	+	NM_001364013.2	NOTCH2NLC
chr1	26164100	26168963	-	NM_001364669.2	C1orf232
chr1	31727116	31764340	-	NM_001364857.2	ADGRB2
chr1	240775513	241357205	-	NM_001364886.1	RGS7
chr1	56994777	57424060	-	NM_001365792.1	DAB1
chr1	10210569	10381603	+	NM_001365951.3	KIF1B
chr1	43389898	43454247	+	NM_001365999.1	SZT2
chr1	81800933	81993932	+	NM_001366006.2	ADGRL2
chr1	64745074	64833232	+	NM_001366165.2	RAVER2
chr1	64203622	64267368	+	NM_001366232.2	UBE2U
chr1	226231156	226309164	-	NM_001366245.2	LIN9
chr1	150926362	150964737	+	NM_001366418.1	SETDB1
chr1	174159519	174995308	+	NM_001366446.1	RABGAP1L
chr1	86346836	86396323	-	NM_001366781.1	ODF2L
chr1	224929674	225399286	+	NM_001367479.1	DNAH14
chr1	241652280	241802777	+	NM_001367482.1	WDR64
chr1	53506238	53739164	-	NM_001367484.1	GLIS1
chr1	62454725	62688386	-	NM_001367561.1	DOCK7
chr1	227563555	227662461	+	NM_001367909.1	ZNF678
chr1	20163054	20186518	-	NM_001367969.2	PLA2G2C
chr1	146344005	146344765	-	NM_001368128.3	PPIAL4H
chr1	109619836	109632051	+	NM_001368809.2	AMPD2
chr1	151291803	151327416	-	NM_001369623.2	PI4KB
chr1	89524828	89597861	+	NM_001369817.2	LRRC8B
chr1	156721894	156728766	-	NM_001370150.2	ISG20L2
chr1	154325524	154351304	+	NM_001370597.1	ATP8B2
chr1	69567921	70144364	+	NM_001370785.2	LRRC7
chr1	155185823	155192909	-	NM_001371720.2	MUC1
chr1	158180894	158186427	+	NM_001371762.2	CD1D
chr1	27534244	27604144	-	NM_001371928.1	AHDC1
chr1	20740265	20787307	-	NM_001372052.1	HP1BP3
chr1	242082985	242524697	-	NM_001372062.1	PLD5
chr1	143905509	143905977	-	NM_001372105.2	H3-7
chr1	67307872	67398724	+	NM_001374259.2	IL12RB2
chr1	183472498	183554191	+	NM_001375584.1	SMG7
chr1	168079541	168136930	-	NM_001375883.1	GPR161
chr1	239386567	239915450	+	NM_001375978.1	CHRM3
chr1	28914568	29120041	+	NM_001376013.1	EPB41
chr1	92080344	92184723	+	NM_001376131.1	BTBD8
chr1	203795622	203854124	+	NM_001376342.1	ZC3H11A
chr1	159009906	159055151	+	NM_001376587.1	IFI16
chr1	150996834	151006902	-	NM_001376665.1	MINDY1
chr1	198523221	198540680	-	NM_001376861.1	ATP6V1G3
chr1	222815038	223005995	+	NM_001377229.1	DISP1
chr1	7784290	7845177	+	NM_001377275.1	PER3
chr1	109603090	109619616	-	NM_001377295.2	GNAT2
chr1	161202366	161214395	+	NM_001377299.1	NDUFS2
chr1	204422632	204494805	-	NM_001377334.1	PIK3C2B
chr1	33472644	33501643	+	NM_001377376.1	ZSCAN20
chr1	108929504	108963484	-	NM_001377458.1	CLCC1
chr1	44805892	44807351	-	NM_001377534.1	DYNLT4
chr1	22653235	22661637	+	NM_001378156.1	C1QB
chr1	43172329	43254358	+	NM_001378189.1	CFAP57
chr1	93180723	93278730	+	NM_001378204.1	CCDC18
chr1	111770661	111989668	-	NM_001378969.1	KCND3
chr1	33864078	33864791	+	NM_001379301.1	HMGB4
chr1	224385145	224434797	-	NM_001379403.1	WDR26
chr1	241628850	241640369	-	NM_001381853.1	CHML
chr1	28506042	28538989	+	NM_001381865.2	RCC1
chr1	74469375	74512611	-	NM_001382280.1	LRRC53
chr1	110401252	110407694	-	NM_001382293.1	LAMTOR5
chr1	13060768	13062878	+	NM_001382358.1	HNRNPCL3
chr1	43970009	43973369	+	NM_001384.5	DPH2
chr1	150887135	150913292	+	NM_001384189.2	CTXND2
chr1	230702522	230714122	-	NM_001384479.1	AGT
chr1	33323625	33431095	-	NM_001385109.1	PHC2
chr1	181033982	181061938	+	NM_001385161.1	MR1
chr1	144421389	144461669	-	NM_001385408.1	NBPF15
chr1	148102150	148152281	-	NM_001385469.3	NBPF11
chr1	923922	944574	+	NM_001385641.1	SAMD11
chr1	248030069	248042305	+	NM_001385855.1	OR2L2
chr1	228208043	228378876	+	NM_001386125.1	OBSCN
chr1	152708159	152709434	+	NM_001387222.1	LCE4A
chr1	159302335	159308202	+	NM_001387280.1	FCER1A
chr1	173799549	173824883	-	NM_001387287.1	CENPL
chr1	103571588	103579534	+	NM_001387437.1	AMY2B
chr1	171485529	171593511	+	NM_001387844.1	PRRC2C
chr1	153070225	153071611	-	NM_001388198.1	SPRR2B
chr1	149052185	149103551	-	NM_001388367.1	NBPF9
chr1	36156159	36180849	+	NM_001388490.1	MAP7D1
chr1	26282281	26306636	-	NM_001389556.1	UBXN11
chr1	201539126	201826969	+	NM_001389617.1	NAV1
chr1	20806478	21176897	-	NM_001391906.1	EIF4G3
chr1	171622242	171626888	+	NM_001391940.1	MYOCOS
chr1	15247222	15398328	+	NM_001391957.1	FHAD1
chr1	109539871	109547260	+	NM_001393907.1	GPR61
chr1	13700187	13825079	+	NM_001393986.1	PRDM2
chr1	226989864	227318492	-	NM_001394014.1	CDC42BPA
chr1	39204694	39487138	+	NM_001394062.1	MACF1
chr1	162851019	162861175	-	NM_001394065.1	CCDC190
chr1	153537146	153540934	-	NM_001394232.1	S100A5
chr1	41027201	41242306	-	NM_001394311.1	SCMH1
chr1	222737201	222751004	+	NM_001394345.1	FAM177B
chr1	161663142	161678654	+	NM_001394477.1	FCGR2B
chr1	154993585	154994315	+	NM_001394530.1	LENEP
chr1	46632736	46668364	-	NM_001394565.1	ATPAF1
chr1	151837817	151839820	-	NM_001394591.1	C2CD4D
chr1	975197	982093	-	NM_001394713.1	PERM1
chr1	178479239	178496964	-	NM_001395331.1	CLEC20A
chr1	158127286	158128301	-	NM_001395415.1	SMIM42
chr1	148844427	149033016	+	NM_001395426.1	PDE4DIP
chr1	152947205	152949255	+	NM_001395435.1	SPRR5
chr1	23084029	23168856	-	NM_001395462.2	LUZP1
chr1	19975434	19979618	-	NM_001395463.1	PLA2G2A
chr1	26169520	26171832	-	NM_001395468.1	ZNF593OS
chr1	42463285	42657190	+	NM_001395517.1	CCDC30
chr1	148531384	148596011	-	NM_001395631.1	NBPF14
chr1	158472219	158480936	+	NM_001395749.1	OR10R2
chr1	203795622	203854124	+	NM_001395895.1	ZBED6
chr1	248095183	248101163	+	NM_001395936.1	OR2L13
chr1	244729700	244731015	-	NM_001395959.1	C1orf202
chr1	152859995	152861252	+	NM_001395990.1	LCE7A
chr1	46532165	46535515	-	NM_001396071.1	TMEM275
chr1	120723944	120794851	+	NM_001396072.1	NOTCH2NLR
chr1	247617142	247622372	+	NM_001396106.1	OR14L1
chr1	21217249	21290463	-	NM_001397.3	ECE1
chr1	145290004	145425603	-	NM_001397211.1	NBPF20
chr1	205434885	205456045	-	NM_001397426.2	BLACAT1
chr1	84506385	84567379	+	NM_001397487.1	SPATA1
chr1	101237018	101241518	+	NM_001400.5	S1PR1
chr1	120723944	120842229	+	NM_001405520.1	NBPF26
chr1	16562426	16613564	-	NM_001405666.3	NBPF1
chr1	109249538	109275751	+	NM_001408.3	CELSR2
chr1	3487950	3611508	-	NM_001409.4	MEGF6
chr1	31919562	31919628	-	NM_001414727.1	LOC128031832
chr1	203802093	203802192	+	NM_001414738.1	LOC128031836
chr1	147611589	147611796	+	NM_001414892.1	LOC128071544
chr1	89579591	89579654	+	NM_001414942.1	LOC128092251
chr1	41628748	41628816	-	NM_001415000.1	LOC128125817
chr1	77779648	77879540	+	NM_001416120.1	MIGA1
chr1	8860999	8878686	-	NM_001428.5	ENO1
chr1	216503250	216723429	-	NM_001438.4	ESRRG
chr1	46394316	46413845	+	NM_001441.3	FAAH
chr1	171185299	171212686	+	NM_001460.5	FMO2
chr1	147186260	147225339	-	NM_001461.4	FMO5
chr1	88852632	88891567	-	NM_001514.6	GTF2B
chr1	31617688	31627613	+	NM_001525.3	HCRTR1
chr1	85580760	85583950	+	NM_001554.5	CCN1
chr1	7915870	7940839	-	NM_001561.6	TNFRSF9
chr1	226360690	226408093	-	NM_001618.4	PARP1
chr1	33007985	33036883	-	NM_001625.4	AK2
chr1	159587825	159588865	+	NM_001639.4	APCS
chr1	161222291	161223628	-	NM_001643.2	APOA2
chr1	228082707	228099212	+	NM_001658.4	ARF1
chr1	150809712	150876599	-	NM_001668.4	ARNT
chr1	212608760	212620775	+	NM_001674.4	ATF3
chr1	169106689	169132719	+	NM_001677.4	ATP1B1
chr1	203626831	203744081	+	NM_001684.5	ATP2B4
chr1	111449463	111462773	+	NM_001688.5	ATP5PB
chr1	39757181	39788865	-	NM_001720.5	BMP8B
chr1	223712538	223776018	+	NM_001748.5	CAPN2
chr1	158254423	158258269	+	NM_001763.3	CD1A
chr1	158327954	158331531	-	NM_001764.3	CD1B
chr1	158289922	158294774	+	NM_001765.3	CD1C
chr1	116754429	116769229	+	NM_001767.5	CD2
chr1	160678745	160711822	-	NM_001778.4	CD48
chr1	116514533	116571026	-	NM_001779.3	CD58
chr1	20589096	20618903	+	NM_001785.3	CDA
chr1	22052708	22101360	+	NM_001791.4	CDC42
chr1	26317957	26320523	+	NM_001803.3	CD52
chr1	154974680	154979251	+	NM_001826.3	CKS1B
chr1	94896956	94927110	-	NM_001839.5	CNN3
chr1	23870514	23913362	-	NM_001841.3	CNR2
chr1	40300488	40317286	-	NM_001852.4	COL9A2
chr1	102876472	103108522	-	NM_001854.4	COL11A1
chr1	31652262	31704017	-	NM_001856.4	COL16A1
chr1	156699605	156705583	-	NM_001878.4	CRABP2
chr1	74705485	74733050	-	NM_001889.4	CRYZ
chr1	70411267	70439851	+	NM_001902.6	CTH
chr1	40979695	41012565	+	NM_001905.4	CTPS1
chr1	206009263	206023895	-	NM_001910.4	CTSE
chr1	100186918	100249834	-	NM_001918.5	DBT
chr1	67685200	67688334	+	NM_001924.4	GADD45A
chr1	168695467	168729206	-	NM_001937.5	DPT
chr1	93345906	93369493	+	NM_001938.3	DR1
chr1	41478774	41484683	-	NM_001956.5	EDN2
chr1	205607942	205632011	-	NM_001973.4	ELK4
chr1	51354262	51519266	-	NM_001981.3	EPS15
chr1	27970343	28088610	-	NM_001990.4	EYA3
chr1	94529172	94541759	-	NM_001993.5	F3
chr1	197038740	197067260	-	NM_001994.3	F13B
chr1	155308865	155320665	+	NM_002004.4	FDPS
chr1	152302164	152325239	-	NM_002016.2	FLG
chr1	171314182	171342084	+	NM_002022.3	FMO4
chr1	203340627	203351122	-	NM_002023.5	FMOD
chr1	159204874	159206500	+	NM_002036.4	ACKR1
chr1	27666063	27672192	-	NM_002038.4	IFI6
chr1	89052318	89065208	-	NM_002053.3	GBP1
chr1	34792998	34795747	+	NM_002060.3	GJA4
chr1	93885198	93909430	-	NM_002061.4	GCLM
chr1	1785285	1891087	-	NM_002074.5	GNB1
chr1	226062715	226072019	+	NM_002107.7	H3-3A
chr1	196819730	196832189	+	NM_002113.3	CFHR1
chr1	32886490	32894646	+	NM_002143.3	HPCA
chr1	161524539	161526894	+	NM_002155.5	HSPA6
chr1	23557925	23559501	-	NM_002167.5	ID3
chr1	226631689	226739282	-	NM_002221.4	ITPKB
chr1	64833228	64966549	-	NM_002227.4	JAK1
chr1	58780790	58784047	-	NM_002228.4	JUN
chr1	110672464	110674940	-	NM_002232.5	KCNA3
chr1	160037466	160070160	-	NM_002241.5	KCNJ10
chr1	233614105	233672514	+	NM_002245.4	KCNK1
chr1	154697454	154870281	-	NM_002249.6	KCNN3
chr1	204190340	204196491	-	NM_002256.4	KISS1
chr1	183023419	183145592	+	NM_002293.4	LAMC1
chr1	225401501	225428038	-	NM_002296.4	LBR
chr1	65420667	65641559	+	NM_002303.6	LEPR
chr1	160796173	160828255	+	NM_002348.4	LY9
chr1	58575432	58577252	-	NM_002353.3	TACSTD2
chr1	53226899	53238518	-	NM_002370.4	MAGOH
chr1	30711276	30723585	-	NM_002379.3	MATN1
chr1	204516405	204558120	+	NM_002393.5	MDM4
chr1	16974501	16980620	-	NM_002403.4	MFAP2
chr1	158831350	158849502	+	NM_002432.3	MNDA
chr1	75796881	75913242	+	NM_002440.4	MSH4
chr1	155208694	155213823	+	NM_002455.5	MTX1
chr1	203083128	203086012	-	NM_002479.6	MYOG
chr1	202348698	202592702	+	NM_002481.4	PPP1R12B
chr1	45584040	45618893	+	NM_002482.4	NASP
chr1	211662771	211675621	-	NM_002497.4	NEK2
chr1	115285916	115338249	-	NM_002506.3	NGF
chr1	235975829	236065090	-	NM_002508.3	NID1
chr1	11857463	11858945	-	NM_002521.3	NPPB
chr1	114704468	114716771	-	NM_002524.5	NRAS
chr1	156860864	156881850	+	NM_002529.4	NTRK1
chr1	224227344	224330172	-	NM_002533.4	NVL
chr1	111414318	111427735	-	NM_002557.4	OVGP1
chr1	164559183	164851831	+	NM_002585.4	PBX1
chr1	186443565	186461114	-	NM_002597.5	PDC
chr1	65792894	66374574	+	NM_002600.4	PDE4B
chr1	2403973	2412564	-	NM_002617.4	PEX10
chr1	10399063	10420511	+	NM_002631.4	PGD
chr1	63593410	63660245	+	NM_002633.3	PGM1
chr1	206928521	206946466	-	NM_002644.4	PIGR
chr1	167220885	167427340	+	NM_002697.4	POU2F1
chr1	38043828	38046793	-	NM_002699.4	POU3F1
chr1	203475805	203491352	+	NM_002725.4	PRELP
chr1	2050410	2185395	+	NM_002744.6	PRKCZ
chr1	109399041	109426448	-	NM_002790.4	PSMA5
chr1	35599540	35641526	-	NM_002794.5	PSMB2
chr1	151399572	151401937	+	NM_002796.3	PSMB4
chr1	151254733	151267479	+	NM_002810.4	PSMD4
chr1	180154868	180204030	+	NM_002826.5	QSOX1
chr1	202147015	202160602	-	NM_002832.4	PTPN7
chr1	198639039	198757476	+	NM_002838.5	PTPRC
chr1	43530882	43623666	+	NM_002840.5	PTPRF
chr1	160276806	160285133	-	NM_002857.4	PEX19
chr1	94418388	94518663	+	NM_002858.4	ABCD3
chr1	51907955	51990700	-	NM_002867.4	RAB3B
chr1	153981649	153986339	-	NM_002870.5	RAB13
chr1	202878281	202889149	-	NM_002871.5	RABIF
chr1	111619788	111716691	+	NM_002884.4	RAP1A
chr1	21596220	21669357	-	NM_002885.4	RAP1GAP
chr1	192575772	192580024	+	NM_002922.4	RGS1
chr1	192809038	192812275	+	NM_002923.4	RGS2
chr1	192636146	192660311	+	NM_002927.5	RGS13
chr1	182598622	182604389	-	NM_002928.4	RGS16
chr1	27891523	27914575	-	NM_002946.5	RPA2
chr1	26529760	26575025	+	NM_002953.4	RPS6KA1
chr1	109309574	109397918	-	NM_002959.7	SORT1
chr1	153547328	153549258	-	NM_002960.2	S100A3
chr1	153543620	153545806	-	NM_002961.3	S100A4
chr1	153457743	153460651	-	NM_002963.4	S100A7
chr1	153390031	153391073	-	NM_002964.5	S100A8
chr1	153357853	153361023	+	NM_002965.4	S100A9
chr1	151982914	151993859	-	NM_002966.3	S100A10
chr1	52927275	53051698	+	NM_002979.5	SCP2
chr1	168576604	168582069	+	NM_002995.3	XCL1
chr1	17018721	17054032	-	NM_003000.3	SDHB
chr1	161314380	161363206	+	NM_003001.5	SDHC
chr1	169588848	169630124	-	NM_003005.4	SELP
chr1	2228318	2310213	+	NM_003036.4	SKI
chr1	160608105	160647044	-	NM_003037.5	SLAMF1
chr1	9035105	9069635	-	NM_003039.3	SLC2A5
chr1	27098808	27155125	-	NM_003047.5	SLC9A1
chr1	112911846	112956196	-	NM_003051.4	SLC16A1
chr1	203861598	203871152	+	NM_003094.4	SNRPE
chr1	179293796	179358680	+	NM_003101.6	SOAT1
chr1	153031202	153032900	+	NM_003125.3	SPRR1B
chr1	158610703	158686715	-	NM_003126.4	SPTA1
chr1	11054588	11060018	-	NM_003132.3	SRM
chr1	225777825	225790464	+	NM_003133.6	SRP9
chr1	156009047	156020951	-	NM_003145.4	SSR2
chr1	168540767	168543997	-	NM_003175.4	XCL2
chr1	114854862	114995370	+	NM_003176.4	SYCP1
chr1	235367426	235452443	+	NM_003193.5	TBCE
chr1	23380908	23424748	-	NM_003196.3	TCEA3
chr1	23743470	23762059	+	NM_003198.3	ELOA
chr1	218345335	218444619	+	NM_003238.6	TGFB2
chr1	225936602	225941220	-	NM_003240.5	LEFTY2
chr1	91680342	91886151	-	NM_003243.5	TGFBR3
chr1	223109403	223143248	-	NM_003268.6	TLR5
chr1	236142538	236208907	+	NM_003272.4	GPR137B
chr1	201403783	201421730	-	NM_003281.4	TNNI1
chr1	175315193	175743595	-	NM_003285.3	TNR
chr1	186311651	186375253	-	NM_003292.3	TPR
chr1	173183730	173207331	-	NM_003326.5	TNFSF4
chr1	1211339	1214153	-	NM_003327.4	TNFRSF4
chr1	62437048	62451804	+	NM_003368.5	USP1
chr1	227918655	227947932	-	NM_003395.4	WNT9A
chr1	15941868	15976101	-	NM_003443.3	ZBTB17
chr1	37556939	37566857	+	NM_003462.5	DNALI1
chr1	203216078	203229673	-	NM_003465.3	CHIT1
chr1	228424844	228425360	-	NM_003493.3	H3-4
chr1	91500850	91525764	+	NM_003503.4	CDC7
chr1	149842217	149842750	-	NM_003516.3	H2AC18
chr1	149886917	149887411	+	NM_003517.3	H2AC20
chr1	149884458	149886682	-	NM_003528.3	H2BC21
chr1	149832656	149833052	+	NM_003548.2	H4C14
chr1	159918110	159925507	-	NM_003564.3	TAGLN2
chr1	93561740	93681837	-	NM_003567.4	BCAR3
chr1	150982291	150995634	+	NM_003568.3	ANXA9
chr1	46247762	46278473	+	NM_003579.4	RAD54L
chr1	206635535	206655158	+	NM_003582.4	DYRK3
chr1	117060325	117107453	+	NM_003594.4	TTF2
chr1	163142298	163202916	-	NM_003617.4	RGS5
chr1	46040139	46132629	-	NM_003629.4	PIK3R3
chr1	145891207	145910050	-	NM_003637.5	ITGA10
chr1	27369109	27374824	-	NM_003665.4	FCN3
chr1	100352505	100520277	+	NM_003672.4	CDC14A
chr1	224183239	224193441	+	NM_003676.4	DEGS1
chr1	241532377	241595642	+	NM_003679.5	KMO
chr1	32775238	32817358	-	NM_003680.4	YARS1
chr1	19303964	19312144	-	NM_003689.4	AKR7A2
chr1	56494760	56579563	-	NM_003713.5	PLPP3
chr1	100266215	100292769	+	NM_003729.4	RTCA
chr1	44821937	44843253	-	NM_003738.5	PTCH2
chr1	18871429	18902555	-	NM_003748.4	ALDH4A1
chr1	32222406	32231604	+	NM_003757.4	EIF3I
chr1	171700159	171742065	-	NM_003762.5	VAMP4
chr1	160205383	160215372	+	NM_003768.5	PEA15
chr1	161171309	161177507	-	NM_003779.4	B4GALT3
chr1	43979209	43991168	+	NM_003780.5	B4GALT2
chr1	193178729	193186613	-	NM_003783.3	B3GALT2
chr1	6460785	6466173	-	NM_003790.3	TNFRSF25
chr1	2556370	2563829	+	NM_003820.4	TNFRSF14
chr1	74198241	74208702	+	NM_003838.5	FPGT
chr1	145911349	145918717	-	NM_003846.3	PEX11B
chr1	167541012	167553762	-	NM_003851.3	CREG1
chr1	160541097	160579496	-	NM_003874.4	CD84
chr1	77944054	77979072	-	NM_003902.5	FUBP1
chr1	85265775	85276632	-	NM_003921.5	BCL10
chr1	205767985	205775482	-	NM_003929.3	RAB29
chr1	151364303	151372705	-	NM_003944.4	SELENBP1
chr1	167721981	167791919	+	NM_003953.6	MPZL1
chr1	156806242	156816848	-	NM_003975.4	SH2D2A
chr1	111227712	111243440	+	NM_004000.3	CHI3L2
chr1	103655759	103664554	+	NM_004038.4	AMY1A
chr1	43974959	43978295	+	NM_004047.5	ATP6V0B
chr1	16022035	16034050	+	NM_004070.4	CLCNKA
chr1	44800376	44805990	+	NM_004073.4	PLK3
chr1	201483529	201507123	-	NM_004078.3	CSRP1
chr1	150730187	150765778	-	NM_004079.5	CTSS
chr1	23506437	23531233	-	NM_004091.4	E2F2
chr1	31365252	31373076	-	NM_004102.5	FABP3
chr1	161215294	161219245	+	NM_004106.2	FCER1G
chr1	89106131	89126114	-	NM_004120.5	GBP2
chr1	52372828	52404423	-	NM_004153.4	ORC1
chr1	1203507	1206592	-	NM_004195.3	TNFRSF18
chr1	86862444	86914126	-	NM_004261.5	SELENOF
chr1	147242683	147295762	+	NM_004284.6	CHD1L
chr1	9234773	9271337	+	NM_004285.4	H6PD
chr1	176861066	177164712	-	NM_004319.3	ASTN1
chr1	147541500	147626216	+	NM_004326.4	BCL9
chr1	24899510	24930276	-	NM_004350.3	RUNX3
chr1	160288593	160343250	-	NM_004371.4	COPA
chr1	84549610	84574440	-	NM_004388.3	CTBS
chr1	10456521	10472529	-	NM_004401.3	DFFA
chr1	3857475	3885429	+	NM_004402.4	DFFB
chr1	150508108	150513789	+	NM_004425.4	ECM1
chr1	155127875	155134899	+	NM_004428.3	EFNA1
chr1	16124336	16156069	-	NM_004431.5	EPHA2
chr1	202010586	202017183	+	NM_004433.5	ELF3
chr1	150622124	150629612	-	NM_004436.4	ENSA
chr1	219968599	220046505	-	NM_004446.3	EPRS1
chr1	26021774	26036464	+	NM_004455.3	EXTL1
chr1	37996769	38005514	-	NM_004468.5	FHL3
chr1	47438043	47440691	+	NM_004474.4	FOXD2
chr1	230067237	230282122	+	NM_004481.5	GALNT2
chr1	156742108	156751675	-	NM_004494.3	HDGF
chr1	153661787	153670993	-	NM_004515.4	ILF2
chr1	165631233	165656136	+	NM_004528.4	MGST3
chr1	39026349	39034615	+	NM_004552.3	NDUFS5
chr1	42682417	42703805	+	NM_004559.5	YBX1
chr1	10474949	10630758	+	NM_004565.3	PEX14
chr1	229271110	229305894	+	NM_004578.4	RAB4A
chr1	75786255	75795086	+	NM_004582.4	RABGGTB
chr1	54715860	54742657	+	NM_004623.5	TTC4
chr1	53242363	53328070	-	NM_004631.5	LRP8
chr1	155689090	155739010	+	NM_004632.4	DAP3
chr1	27355183	27366961	-	NM_004672.5	MAP3K6
chr1	178849534	178871077	-	NM_004673.4	ANGPTL1
chr1	68045961	68050627	-	NM_004675.5	DIRAS3
chr1	110362856	110391026	-	NM_004696.3	SLC16A4
chr1	150321532	150353233	+	NM_004698.4	PRPF3
chr1	40783786	40840452	+	NM_004700.4	KCNQ4
chr1	180632021	180890279	+	NM_004736.4	XPR1
chr1	12567909	12618210	-	NM_004753.7	DHRS3
chr1	202122916	202133592	+	NM_004767.5	GPR37L1
chr1	7771295	7781432	+	NM_004781.4	VAMP3
chr1	52142088	52346634	+	NM_004799.4	ZFYVE9
chr1	31259567	31296788	-	NM_004814.3	SNRNP40
chr1	94168904	94237584	-	NM_004815.4	ARHGAP29
chr1	159062483	159076766	-	NM_004833.3	AIM2
chr1	235328569	235344532	+	NM_004837.4	GGPS1
chr1	54026680	54053204	-	NM_004872.5	TMEM59
chr1	120150897	120176520	-	NM_004892.6	SEC22B
chr1	173477334	173488815	+	NM_004905.3	PRDX6
chr1	19338774	19485539	-	NM_004930.5	CAPZB
chr1	155078836	155087538	+	NM_004952.5	EFNA3
chr1	11106534	11262551	-	NM_004958.4	MTOR
chr1	32292082	32333626	+	NM_004964.3	HDAC1
chr1	110593579	110606358	-	NM_004974.4	KCNA2
chr1	160081537	160090563	+	NM_004983.3	KCNJ9
chr1	203167810	203175826	-	NM_004997.3	MYBPH
chr1	63774016	64181498	+	NM_005012.4	ROR1
chr1	9651730	9729114	+	NM_005026.5	PIK3CD
chr1	205086141	205121978	-	NM_005057.4	RBBP5
chr1	151806070	151831802	-	NM_005060.4	RORC
chr1	35182935	35193145	-	NM_005066.3	SFPQ
chr1	205043211	205078289	+	NM_005076.5	CNTN2
chr1	173039201	173050941	-	NM_005092.4	TNFSF18
chr1	35268708	35422058	+	NM_005095.3	ZMYM4
chr1	161184301	161199054	-	NM_005099.6	ADAMTS4
chr1	1013496	1014540	+	NM_005101.4	ISG15
chr1	145921555	145927484	-	NM_005105.5	RBM8A
chr1	36224442	36305357	+	NM_005119.4	THRAP3
chr1	161229668	161238203	-	NM_005122.5	NR1I3
chr1	168280876	168314426	+	NM_005149.3	TBX19
chr1	112709997	112715332	-	NM_005167.7	PPM1J
chr1	36095238	36125222	-	NM_005202.4	COL8A2
chr1	20651776	20661369	-	NM_005216.5	DDOST
chr1	155063739	155069553	+	NM_005227.3	EFNA4
chr1	27612063	27635185	-	NM_005248.3	FGR
chr1	92473042	92486925	-	NM_005263.5	GFI1
chr1	147902794	147909269	+	NM_005267.5	GJA8
chr1	34755046	34758512	+	NM_005268.4	GJB5
chr1	84498324	84506581	-	NM_005274.3	GNG5
chr1	27392621	27395814	+	NM_005281.4	GPR3
chr1	200872980	200874178	+	NM_005298.4	GPR25
chr1	6579993	6589280	+	NM_005341.4	ZBTB48
chr1	32251264	32286165	+	NM_005356.5	LCK
chr1	43337817	43354466	+	NM_005373.3	MPL
chr1	19644310	19658452	+	NM_005380.8	NBL1
chr1	147155105	147172470	-	NM_005399.5	PRKAB2
chr1	214348699	214551602	-	NM_005401.5	PTPN14
chr1	43300981	43323108	+	NM_005424.5	TIE1
chr1	3652515	3736201	+	NM_005427.4	TP73
